title,Authors,1stAuthor,result-from,result-id,result-pub_date,result-title,result-ttl_similarity,result-author,result-link,result-pdf_link
Inducing Causal Structure for Interpretable Neural Networks,Atticus Geiger (Stanford) · Zhengxuan Wu (Stanford University) · Hanson Lu (Stanford University) · Elisa Kreiss (Stanford University) · Thomas Icard (Stanford University) · Noah Goodman (Stanford University) · Christopher Potts (Stanford University) · Joshua Rozner (Stanford University),Atticus Geiger,arXiv,http://arxiv.org/abs/2112.00826v1,2021-12-01T21:07:01Z,Inducing Causal Structure for Interpretable Neural Networks,1.0,Christopher Potts,http://arxiv.org/abs/2112.00826v1,http://arxiv.org/pdf/2112.00826v1
Entropic Gromov-Wasserstein between Gaussian Distributions,"Huy Nguyen (VinAI Research) · Khang Le (The University of Texas at Austin) · Dung Le (École Polytechnique) ·   (None) · Tung Pham (VinAI Research;  Vietnam National University, Hanoi) · Nhat Ho (University of Texas at Austin)",Huy Nguyen,arXiv,http://arxiv.org/abs/2108.10961v3,2021-08-24T21:27:11Z,Entropic Gromov-Wasserstein between Gaussian Distributions,1.0,Nhat Ho,http://arxiv.org/abs/2108.10961v3,http://arxiv.org/pdf/2108.10961v3
The Fundamental Price of Secure Aggregation in Differentially Private Federated Learning,Wei-Ning Chen (Stanford University) · Christopher Choquette Choo (Google) · Peter Kairouz (Google) · Ananda Suresh (Google Research),Wei-Ning Chen,arXiv,http://arxiv.org/abs/2203.03761v1,2022-03-07T22:56:09Z,"The Fundamental Price of Secure Aggregation in Differentially Private
  Federated Learning",0.989,Ananda Theertha Suresh,http://arxiv.org/abs/2203.03761v1,http://arxiv.org/pdf/2203.03761v1
Optimally Controllable Perceptual Lossy Compression,Zeyu Yan (Shanghai Jiao Tong University) · Fei Wen (Shanghai Jiao Tong University) · Peilin Liu (Shanghai Jiao Tong University),Zeyu Yan,arXiv,http://arxiv.org/abs/2206.10082v1,2022-06-21T02:48:35Z,Optimally Controllable Perceptual Lossy Compression,1.0,Peilin Liu,http://arxiv.org/abs/2206.10082v1,http://arxiv.org/pdf/2206.10082v1
Linear-Time Gromov Wasserstein Distances using Low Rank Couplings and Costs,"Meyer Scetbon (CREST, ENSAE) · Gabriel Peyré (CNRS and ENS) · Marco Cuturi (Google)",Meyer Scetbon,arXiv,http://arxiv.org/abs/2106.01128v1,2021-06-02T12:50:56Z,"Linear-Time Gromov Wasserstein Distances using Low Rank Couplings and
  Costs",0.987,Marco Cuturi,http://arxiv.org/abs/2106.01128v1,http://arxiv.org/pdf/2106.01128v1
Planning with Diffusion for Flexible Behavior Synthesis,Michael Janner (UC Berkeley) · Yilun Du (MIT) · Josh Tenenbaum (MIT) · Sergey Levine (UC Berkeley),Michael Janner,arXiv,http://arxiv.org/abs/2205.09991v1,2022-05-20T07:02:03Z,Planning with Diffusion for Flexible Behavior Synthesis,1.0,Sergey Levine,http://arxiv.org/abs/2205.09991v1,http://arxiv.org/pdf/2205.09991v1
Understanding Dataset Difficulty in NLP with VV\mathcal{V}-Usable Information,Kawin Ethayarajh (Stanford University) · Yejin Choi (University of Washington) · Swabha Swayamdipta (Allen Institute for AI),Kawin Ethayarajh,Google,,,A-_Guide_-to_Data_Sciecne_from_mathematics ... - GitHub,0.303,,https://github.com/Hulalazz/A-_Guide_-to_Data_Sciecne_from_mathematics/blob/master/Recommender%20System%20and%20Computational%20Advertising.html,
COAT: Measuring Object Compositionality in Emergent Representations,Sirui Xie (UCLA) · Ari Morcos (Facebook AI Research (FAIR)) · Song-Chun Zhu (UCLA) · Shanmukha Ramakrishna Vedantam (Facebook AI Research),Sirui Xie,Google,,,[1810.10340] ,0.0,,https://arxiv.org/abs/1810.10340,
Adaptive Best-of-Both-Worlds Algorithm for Heavy-Tailed Multi-Armed Bandits,"Jiatai Huang (Tsinghua University) · Yan Dai (IIIS, Tsinghua University) · Longbo Huang (Tsinghua University)",Jiatai Huang,arXiv,http://arxiv.org/abs/2201.11921v2,2022-01-28T03:53:39Z,"Adaptive Best-of-Both-Worlds Algorithm for Heavy-Tailed Multi-Armed
  Bandits",0.987,Longbo Huang,http://arxiv.org/abs/2201.11921v2,http://arxiv.org/pdf/2201.11921v2
Removing Batch Normalization Boosts Adversarial Training,Haotao Wang (University of Texas at Austin) · Aston Zhang (Amazon AI) · Shuai Zheng (Amazon Web Services) · Xingjian Shi (Amazon Web Services) · Mu Li () · Zhangyang “Atlas” Wang (University of Texas at Austin),Haotao Wang,,,,,0.0,,,
Generalized Beliefs for Cooperative AI,Darius Muglich (University of Oxford) · Luisa Zintgraf (University of Oxford) · Christian Schroeder de Witt (University of Oxford) · Shimon Whiteson (University of Oxford) · Jakob Foerster (Oxford university),Darius Muglich,Google,,,Cooperating with machines | Nature Communications,0.276,,https://www.nature.com/articles/s41467-017-02597-8,
Secure Quantized Training for Deep Learning,Marcel Keller (CSIRO's Data61) · Ke Sun (CSIRO Data61 and ANU),Marcel Keller,arXiv,http://arxiv.org/abs/2107.00501v1,2021-07-01T14:45:01Z,Secure Quantized Training for Deep Learning,1.0,Ke Sun,http://arxiv.org/abs/2107.00501v1,http://arxiv.org/pdf/2107.00501v1
A Single-Loop Gradient Descent and Perturbed Ascent Algorithm for Nonconvex Functional Constrained Optimization,Songtao Lu (University of Minnesota Twin Cities),Songtao Lu,Google,,,A ,0.035,,https://www.researchgate.net/publication/344971501_A_Single-Loop_Smoothed_Gradient_Descent-Ascent_Algorithm_for_Nonconvex-Concave_Min-Max_Problems,
Robust Training of Neural Networks using Scale Invariant Architectures,"Zhiyuan Li (Princeton University) · Srinadh Bhojanapalli (Google AI) · Manzil Zaheer (Google Research) · Sashank Jakkam Reddi (Google) · Sanjiv Kumar (Google Research, NY)",Zhiyuan Li,arXiv,http://arxiv.org/abs/2202.00980v1,2022-02-02T11:58:56Z,Robust Training of Neural Networks using Scale Invariant Architectures,1.0,Sanjiv Kumar,http://arxiv.org/abs/2202.00980v1,http://arxiv.org/pdf/2202.00980v1
No-Regret Learning in Time-Varying Zero-Sum Games,Mengxiao Zhang (University of Southern California) · Peng Zhao (Nanjing University) · Haipeng Luo (University of Southern California) · Zhi-Hua Zhou (Nanjing University),Mengxiao Zhang,arXiv,http://arxiv.org/abs/2201.12736v1,2022-01-30T06:10:04Z,No-Regret Learning in Time-Varying Zero-Sum Games,1.0,Zhi-Hua Zhou,http://arxiv.org/abs/2201.12736v1,http://arxiv.org/pdf/2201.12736v1
DisPFL: Towards Communication-Efficient Personalized Federated learning via Decentralized Sparse Training,Rong Dai (University of Science and Technology of China) · Li Shen (JD Explore Academy) · Fengxiang He (JD.com Inc) · Xinmei Tian (University of Science and Technology of China) · Dacheng Tao (),Rong Dai,arXiv,http://arxiv.org/abs/2206.00187v1,2022-06-01T02:20:57Z,"DisPFL: Towards Communication-Efficient Personalized Federated Learning
  via Decentralized Sparse Training",0.991,Dacheng Tao,http://arxiv.org/abs/2206.00187v1,http://arxiv.org/pdf/2206.00187v1
Bit Prioritization in Variational Autoencoders via Progressive Coding,Rui Shu (Stanford University) · Stefano Ermon (Stanford University),Rui Shu,Google,,,Publications - Stefano Ermon Group,0.252,,https://cs.stanford.edu/~ermon/website/publications.html,
Transfer Learning In Differential Privacy's Hybrid-Model,Or Sheffet (Bar Ilan University) · Refael Kohen (Bar-Ilan University),Or Sheffet,arXiv,http://arxiv.org/abs/2201.12018v2,2022-01-28T09:54:54Z,Transfer Learning In Differential Privacy's Hybrid-Model,1.0,Or Sheffet,http://arxiv.org/abs/2201.12018v2,http://arxiv.org/pdf/2201.12018v2
Double Sampling Randomized Smoothing,Linyi Li (UIUC) · Jiawei Zhang (UIUC) · Tao Xie (Peking University) · Bo Li (UIUC),Linyi Li,arXiv,http://arxiv.org/abs/2206.07912v2,2022-06-16T04:34:28Z,Double Sampling Randomized Smoothing,1.0,Bo Li,http://arxiv.org/abs/2206.07912v2,http://arxiv.org/pdf/2206.07912v2
Active Multi-Task Representation Learning,Yifang Chen (University of Washington) · Kevin Jamieson (University of Washington) · Simon Du (University of Washington),Yifang Chen,arXiv,http://arxiv.org/abs/2202.00911v1,2022-02-02T08:23:24Z,Active Multi-Task Representation Learning,1.0,Kevin Jamieson,http://arxiv.org/abs/2202.00911v1,http://arxiv.org/pdf/2202.00911v1
TPC: Transformation-Specific Smoothing for Point Cloud Models,Wenda Chu (Tsinghua University) · Linyi Li (UIUC) · Bo Li (UIUC),Wenda Chu,arXiv,http://arxiv.org/abs/2201.12733v3,2022-01-30T05:41:50Z,TPC: Transformation-Specific Smoothing for Point Cloud Models,1.0,Bo Li,http://arxiv.org/abs/2201.12733v3,http://arxiv.org/pdf/2201.12733v3
Region-Based Semantic Factorization in GANs,Jiapeng Zhu (The Hong Kong University of Science and Technology) · Yujun Shen (Ant Group) · Yinghao Xu (Chinese University of Hong Kong) · Deli Zhao (Alibaba Group) · Qifeng Chen (HKUST),Jiapeng Zhu,arXiv,http://arxiv.org/abs/2202.09649v1,2022-02-19T17:46:02Z,Region-Based Semantic Factorization in GANs,1.0,Qifeng Chen,http://arxiv.org/abs/2202.09649v1,http://arxiv.org/pdf/2202.09649v1
Constrained Optimization with Dynamic Bound-scaling for Effective NLP Backdoor Defense,Guangyu Shen (Purdue University) · Yingqi Liu (Purdue University) · Guanhong Tao (Purdue University) · Qiuling Xu (Purdue University) · ZHUO ZHANG (Purdue University) · Shengwei An (Purdue University) · Shiqing Ma (Rutgers University) · Xiangyu Zhang (Purdue University),Guangyu Shen,arXiv,http://arxiv.org/abs/2202.05749v1,2022-02-11T16:40:25Z,"Constrained Optimization with Dynamic Bound-scaling for Effective
  NLPBackdoor Defense",0.983,Xiangyu Zhang,http://arxiv.org/abs/2202.05749v1,http://arxiv.org/pdf/2202.05749v1
Individual Preference Stability for Clustering,Saba Ahmadi (Toyota Technological Institute at Chicago) · Pranjal Awasthi (Google) · Samir Khuller (Northwestern University) · Matthäus Kleindessner (Amazon) · Jamie Morgenstern (U Washington) · Pattara Sukprasert (Northwestern University) · Ali Vakilian (Toyota Technological Institute at Chicago),Saba Ahmadi,Google,,,Cluster-wise assessment of cluster ,0.222,,https://www.sciencedirect.com/science/article/pii/S0167947306004622,
Learning to Estimate and Refine Fluid Motion with Physical Dynamics,Mingrui Zhang (Imperial College London) · Jianhong Wang (Imperial College London) · James Tlhomole (Imperial College London) · Matthew Piggott (Imperial College London),Mingrui Zhang,arXiv,http://arxiv.org/abs/2206.10480v2,2022-06-21T15:46:49Z,Learning to Estimate and Refine Fluid Motion with Physical Dynamics,1.0,Matthew D. Piggott,http://arxiv.org/abs/2206.10480v2,http://arxiv.org/pdf/2206.10480v2
Maximum Likelihood Training for Score-based Diffusion ODEs by High Order Denoising Score Matching,Cheng Lu (Tsinghua University) · Kaiwen Zheng (Tsinghua University) · Fan Bao (Tsinghua University) · Chongxuan Li (Tsinghua University) · Jianfei Chen (Tsinghua University) · Jun Zhu (Tsinghua University),Cheng Lu,arXiv,http://arxiv.org/abs/2206.08265v1,2022-06-16T16:02:21Z,"Maximum Likelihood Training for Score-Based Diffusion ODEs by High-Order
  Denoising Score Matching",0.98,Jun Zhu,http://arxiv.org/abs/2206.08265v1,http://arxiv.org/pdf/2206.08265v1
Sequential- and Parallel- Constrained Max-value Entropy Search via Information Lower Bound,Shion Takeno (Nagoya Institute of Technology) · Tomoyuki Tamura (Nagoya Institue of Technology / National Institute for Material Science) · Kazuki Shitara (Osaka University) · Masayuki Karasuyama (Nagoya Institute of Technology),Shion Takeno,arXiv,http://arxiv.org/abs/2102.09788v4,2021-02-19T08:10:51Z,"Sequential- and Parallel- Constrained Max-value Entropy Search via
  Information Lower Bound",0.989,Masayuki Karasuyama,http://arxiv.org/abs/2102.09788v4,http://arxiv.org/pdf/2102.09788v4
Path-Gradient Estimators for Continuous Normalizing Flows,Lorenz Vaitl (TU Berlin) · Kim A. Nicoli (TU Berlin) · Shinichi Nakajima (TU Berlin) · Pan Kessel (TU Berlin),Lorenz Vaitl,arXiv,http://arxiv.org/abs/2206.09016v1,2022-06-17T21:25:06Z,Path-Gradient Estimators for Continuous Normalizing Flows,1.0,Pan Kessel,http://arxiv.org/abs/2206.09016v1,http://arxiv.org/pdf/2206.09016v1
UniRank: Unimodal Bandit Algorithms for Online Ranking,"Camille-Sovanneary GAUTHIER (Louis Vuitton) · Romaric Gaudel (Ensai, CREST) · Elisa Fromont (Université Rennes 1, IRISA/INRIA rba)",Camille-Sovanneary GAUTHIER,,,,,0.0,,,
Efficient Representation Learning via Adaptive Context Pooling,"Chen Huang (Apple Inc.) · Walter Talbott (Apple) · Navdeep Jaitly (Apple) · Joshua M Susskind (Apple, Inc.)",Chen Huang,,,,,0.0,,,
Demystifying the Adversarial Robustness of Random Transformation Defenses,Chawin Sitawarin (UC Berkeley) · Zachary Golan-Strieb (UC Berkeley) · David Wagner (UC Berkeley),Chawin Sitawarin,,,,,0.0,,,
Active Sampling for Min-Max Fairness,Jacob Abernethy (Georgia Institute of Technology) · Pranjal Awasthi (Google) · Matthäus Kleindessner (Amazon) · Jamie Morgenstern (U Washington) · Chris Russell (Amazon) · Jie Zhang (University of Washington),Jacob Abernethy,arXiv,http://arxiv.org/abs/2006.06879v3,2020-06-11T23:57:55Z,Active Sampling for Min-Max Fairness,1.0,Jie Zhang,http://arxiv.org/abs/2006.06879v3,http://arxiv.org/pdf/2006.06879v3
Let Invariant Rationale Discovery Inspire Graph Contrastive Learning,"Sihang Li (University of Science and Technology of China) · Xiang Wang (School of Computing, National University of Singapore) · An Zhang (National University of Singapore) · Ying-Xin Wu (University of Science and Technology of China) · Xiangnan He (University of Science and Technology of China) · Tat-Seng Chua (National university of Singapore)",Sihang Li,arXiv,http://arxiv.org/abs/2206.07869v1,2022-06-16T01:28:40Z,Let Invariant Rationale Discovery Inspire Graph Contrastive Learning,1.0,Tat-Seng Chua,http://arxiv.org/abs/2206.07869v1,http://arxiv.org/pdf/2206.07869v1
Minimax Classification under Concept Drift with Multidimensional Adaptation and Performance Guarantees,Verónica Álvarez (BCAM-Basque Center for Applied Mathematics) · Santiago Mazuelas (Basque Center for Applied Mathematics) · Jose A Lozano (UPV/EHU),Verónica Álvarez,,,,,0.0,,,
Scaling up Universal Methods for Convex Optimization,Kimon Antonakopoulos (EPFL) · Dong Quan Vu (Laboratoire d'informatique de Grenoble - LIG) · Volkan Cevher (EPFL) · Kfir Levy (-) · Panayotis Mertikopoulos (CNRS and Criteo AI Lab),Kimon Antonakopoulos,Google,,,First-Order ,0.094,,https://www.sciencedirect.com/science/article/pii/S2192440621001428,
Training Characteristic Functions with Reinforcement Learning: XAI-methods play Connect Four,Stephan Wäldchen (TU Berlin) · Sebastian Pokutta (ZIB/TUB) · Felix Huber (ZIB),Stephan Wäldchen,,,,,0.0,,,
Revisiting Some Common Practices in Cooperative Multi-Agent Reinforcement Learning,"Fu Wei (Tsinghua University) · Chao Yu (Tsinghua University) · Zelai Xu (Tsinghua University) · Jiaqi Yang (University of California, Berkeley) · Yi Wu (UC Berkeley)",Fu Wei,arXiv,http://arxiv.org/abs/2206.07505v1,2022-06-15T13:03:05Z,"Revisiting Some Common Practices in Cooperative Multi-Agent
  Reinforcement Learning",0.988,Yi Wu,http://arxiv.org/abs/2206.07505v1,http://arxiv.org/pdf/2206.07505v1
Making Linear MDPs Practical via Contrastive Representation Learning,Tianjun Zhang (UC Berkeley) · Tongzheng Ren (UT Austin / Google Brain) · Mengjiao Yang (Google Brain) · Joseph E Gonzalez (UC Berkeley) · Dale Schuurmans (Google / University of Alberta) · Bo Dai (Google Brain),Tianjun Zhang,,,,,0.0,,,
Continuous-Time Modeling of Counterfactual Outcomes Using Neural Controlled Differential Equations,"Nabeel Seedat (University of Cambridge) · Fergus Imrie (University of California, Los Angeles) · Alexis Bellot (University of Cambridge) · Zhaozhi Qian (University of Cambridge) · Mihaela van der Schaar (University of Cambridge and UCLA)",Nabeel Seedat,arXiv,http://arxiv.org/abs/2206.08311v1,2022-06-16T17:15:15Z,"Continuous-Time Modeling of Counterfactual Outcomes Using Neural
  Controlled Differential Equations",0.99,Mihaela van der Schaar,http://arxiv.org/abs/2206.08311v1,http://arxiv.org/pdf/2206.08311v1
High Probability Guarantees for Nonconvex Stochastic Gradient Descent with Heavy Tails,Shaojie Li (Renmin University of China) · Yong Liu (Renmin University of China),Shaojie Li,Google,,,Guided ,0.108,,https://www.sciencedirect.com/science/article/pii/S156849461830557X,
Marginal Tail-Adaptive Normalizing Flows,Mike Laszkiewicz (Ruhr University Bochum) · Johannes Lederer (Ruhr-University Bochum) · Asja Fischer (Ruhr University Bochum),Mike Laszkiewicz,arXiv,http://arxiv.org/abs/2206.10311v1,2022-06-21T12:34:36Z,Marginal Tail-Adaptive Normalizing Flows,1.0,Asja Fischer,http://arxiv.org/abs/2206.10311v1,http://arxiv.org/pdf/2206.10311v1
Data-SUITE: Data-centric identification of in-distribution incongruous examples,Nabeel Seedat (University of Cambridge) · Jonathan Crabbé (University of Cambridge) · Mihaela van der Schaar (University of Cambridge and UCLA),Nabeel Seedat,,,,,0.0,,,
Lie Point Symmetry Data Augmentation for Neural PDE Solvers,Daniel Worrall (DeepMind) · Johannes Brandstetter (Microsoft Research) · Max Welling (University of Amsterdam),Daniel Worrall,arXiv,http://arxiv.org/abs/2202.07643v2,2022-02-15T18:43:17Z,Lie Point Symmetry Data Augmentation for Neural PDE Solvers,1.0,Daniel E. Worrall,http://arxiv.org/abs/2202.07643v2,http://arxiv.org/pdf/2202.07643v2
A random matrix analysis of online learning: coping with limited memory resources,"Hugo Lebeau (Univ. Grenoble Alpes, CNRS, Inria, Grenoble INP, LIG, 38000 Grenoble, France) · Romain Couillet (Univ. Grenoble Alpes, CNRS, Inria, Grenoble INP, LIG, 38000 Grenoble, France) · Florent Chatelain (Univ. Grenoble Alpes)",Hugo Lebeau,,,,,0.0,,,
"Revisiting Online Submodular Minimization: Gap-Dependent Regret Bounds, Best of Both Worlds and Adversarial Robustness",Shinji Ito (NEC Corporation),Shinji Ito,Google,,,Mind the Duality Gap: Logarithmic ,0.184,,https://www.researchgate.net/publication/221618129_Mind_the_Duality_Gap_Logarithmic_regret_algorithms_for_online_optimization,
